Kurtosis, Skewness, Std, Range, Median, Geometric_Mean, Mobility, Complexity, Tag
3.8824,1.4408,296.9544,1126,145.5,122.8878,0.22802,1.8991,1
204.2013,13.6954,1475.6825,22508,68.5,69.6007,1.1149,1.2575,1
34.9964,5.7683,1214.1002,8151,27,22.9047,0.41227,1.204,1
41.8654,5.7442,540.356,4715,89.5,103.6433,0.40629,1.1579,1
9.3281,2.1162,168.67,1030,238,209.9928,0.27671,1.7032,1
86.684,8.3973,1330.0684,15999,0,741.3048,0.68673,1.3672,1
40.3928,5.5715,802.1103,7697,28,36.8095,0.52439,1.2584,1
3.7152,1.2922,324.9603,1265,92,147.3985,0.21847,1.9345,1
27.4147,4.4299,286.8713,2508,178.5,193.1058,0.36615,1.3423,1
3.8403,0.74572,179.7163,1001,261,178.1067,0.23479,1.7986,1
2.2057,0.57928,225.546,799,218.5,120.1669,0.20042,1.9508,1
81.6734,7.5951,446.7864,5543,140,148.4155,0.6731,1.142,1
16.4706,3.5395,445.265,2868,105.5,102.7875,0.241,1.6714,1
2.4043,0.66847,214.3822,798,207.5,144.1347,0.20222,1.9234,1
3.2934,0.69907,212.5204,1154,224.5,140.3589,0.26318,1.7505,1
1.5832,0.20123,228.5115,832,225,158.8199,0.19245,1.8932,1
9.2453,2.6873,574.5545,2735,6,75.6728,0.2281,1.373,1
201.5339,13.5772,1190.4362,18125,77,90.3695,1.1695,1.1793,1
3.8121,1.0856,141.8921,695,236.5,218.9283,0.22917,1.893,1
6.4201,2.0792,371.245,1791,86.5,117.6548,0.23712,1.6907,1
5.549,1.1614,132.7884,917,223.5,216.1202,0.3113,1.7531,1
10.2815,2.3719,320.2733,1989,119.5,106.8318,0.21796,1.465,1
93.3367,7.7654,272.7622,3602,219,189.9317,0.49185,1.1435,1
6.6803,2.1481,366.0879,1942,107.5,124.1508,0.31177,1.7377,1
6.8975,2.0154,410.6315,2045,32,76.421,0.20861,1.6627,1
2.7442,0.7394,252.8575,1012,227,140.1503,0.2297,1.8569,1
3.6636,1.059,207.2738,904,218,163.4052,0.22297,1.8413,1
2.496,0.55021,167.0834,716,222.5,184.4804,0.24075,1.874,1
252.0225,15.8128,2123.9976,34041,76,82.6059,0.98832,0.19658,1
7.6398,2.1903,381.5769,1933,109,163.6161,0.21206,1.7838,1
3.4289,1.2642,280.3471,1063,129,126.2649,0.21669,1.938,1
4.7188,1.5586,256.0839,1114,177,152.3933,0.20799,1.9144,1
3.0691,1.1206,224.5864,932,154.5,168.2898,0.24782,1.7858,1
6.1404,1.6041,243.113,1516,167.5,151.7462,0.32871,1.6245,1
13.5952,2.4587,270.5906,2143,156,145.4908,0.4005,1.446,1
4.058,0.97132,195.6602,1059,222.5,153.0653,0.22997,1.7901,1
2.7791,0.91789,233.8269,919,184,127.0915,0.21726,1.8429,1
4.1084,1.4455,294.5738,1153,168,115.5484,0.20402,1.9395,1
7.0794,1.9926,395.7873,2137,51,113.7244,0.22937,1.7992,1
9.3713,2.3595,345.9816,1947,102,107.1695,0.25682,1.8205,1
1.9178,0.061585,125.5164,515,272,218.6938,0.22441,1.8962,1
6.3354,2.0772,299.8516,1339,128,163.9712,0.23843,1.7621,1
12.1839,2.8201,419.9382,2427,80,180.8824,0.24581,1.6435,1
1.7673,0.40609,225.0142,707,220.5,105.7767,0.19968,1.9556,1
10.4524,2.6279,346.7109,2258,160.5,107.0578,0.31131,1.4647,1
31.3228,4.8045,622.336,5484,56.5,67.8295,0.41508,1.502,1
4.7867,1.5099,186.5549,923,199,195.007,0.22528,1.9128,1
3.0118,0.90885,239.2903,917,224.5,123.0456,0.21907,1.9007,1
4.4231,1.415,373.4348,1938,1,220.6264,0.23533,1.7472,1
235.0947,15.0514,2057.1269,32410,33.5,40.1963,1.2864,1.1534,1
167.3302,11.7902,776.4685,11394,68,91.1452,0.8089,0.66794,1
13.3802,3.0678,492.7552,3267,53,74.2548,0.38235,1.5425,1
27.705,4.7555,841.0204,6530,21,31.7049,0.31783,1.2194,1
9.0066,2.6474,486.5026,2221,64.5,90.989,0.20012,1.8487,1
219.6077,14.3855,1085.9083,16929,149,95.3635,1.2114,1.15,1
6.9523,2.1644,405.9788,1801,105,168.4178,0.25023,1.7959,1
91.7656,8.3856,331.7229,4230,209.5,203.6041,0.59798,1.6047,1
1.6711,0.19175,191.786,645,241.5,166.1756,0.22099,1.9295,1
6.7482,1.7744,247.1237,1381,164,173.5484,0.23125,1.7931,1
6.3197,1.7343,330.6217,1900,75.5,75.126,0.39402,1.6568,1
4.1938,1.3635,216.8012,975,182,162.0429,0.21561,1.8865,1
11.3871,2.9457,374.9873,1995,165.5,128.464,0.24035,1.7957,1
14.4115,2.9179,345.0659,2257,105,128.1544,0.28042,1.6696,1
3.8525,1.1803,254.6681,1165,214,115.0381,0.22701,1.8757,1
12.0791,1.5579,148.6184,1281,269,213.1871,0.30938,1.5149,1
3.9221,1.3609,315.5012,1368,104,123.592,0.25666,1.7855,1
249.1328,15.6791,1235.2076,19828,160,156.4746,0.92173,0.34308,1
77.2013,6.918,339.9881,4224,132.5,163.161,0.63285,1.042,1
4.452,1.5224,225.6124,1059,165,182.5138,0.30369,1.6829,1
6.2811,1.6285,222.4117,1257,198.5,166.3361,0.23198,1.8699,1
7.4234,2.1159,220.062,1096,173,195.2236,0.2504,1.8593,1
2.7634,0.41856,196.3118,985,267,138.4608,0.26609,1.7113,1
11.4194,2.6952,355.1395,2369,98.5,131.747,0.36352,1.4386,1
3.3763,1.3792,368.3308,1234,48,72.0219,0.19792,1.9403,1
2.8392,0.55561,158.9549,819,217.5,194.9255,0.24207,1.846,1
13.7282,3.2792,611.299,3450,37.5,148.7931,0.27124,1.7515,1
14.3037,3.1314,303.4461,2076,136,175.5325,0.43079,1.7655,1
12.4594,2.6696,321.0356,2166,107,138.4978,0.37814,1.3838,1
12.5831,3.0675,461.6984,2608,87.5,80.8024,0.23453,1.7683,1
5.1504,1.4933,246.1704,1319,157.5,148.6551,0.26672,1.536,1
8.458,2.2278,369.2928,2136,75,110.168,0.32385,1.5407,1
20.0657,3.2508,156.7255,1473,221,223.7838,0.33753,1.3988,1
4.4931,1.3592,240.2429,1101,145,157.3251,0.21154,1.9019,1
8.2613,2.447,417.2282,1898,75,102.2815,0.23044,1.849,1
3.2632,1.0988,160.7556,708,203,212.9613,0.23357,1.8764,1
1.7418,0.20551,176.6003,579,203.5,207.2912,0.22294,1.9338,1
6.2607,2.0567,386.597,1924,98,87.8189,0.24204,1.7788,1
3.8898,1.5061,306.7194,1260,109,136.9361,0.20246,1.8322,1
9.9145,2.3434,310.4487,1939,133,143.1003,0.28022,1.6862,1
15.3978,2.6877,291.011,2421,137.5,158.7866,0.46834,1.4862,1
27.321,4.6486,387.7412,3035,198,121.1495,0.40011,1.3837,1
2.2085,0.39267,204.7142,826,273.5,122.3541,0.22827,1.9242,1
20.9244,4.0273,436.6455,2925,125.5,125.3464,0.27192,1.374,1
28.4285,4.7783,329.0591,2663,192.5,189.0479,0.32513,1.5341,1
35.3984,5.1932,457.0355,4242,127.5,147.0507,0.38462,1.3348,1
7.7579,2.3552,429.2138,1966,69.5,87.89,0.21486,1.8412,1
28.1439,4.6121,633.1814,4931,36,49.4348,0.45867,1.3372,1
130.4347,9.8317,417.4192,5881,208.5,142.5656,0.60873,0.92138,1
18.7317,3.5218,294.0735,2394,188,175.498,0.37525,1.5563,1
10.571,2.6304,328.5995,2097,148,135.2717,0.33492,1.4075,1
98.1299,9.1724,343.9653,4247,197.5,211.0904,0.747,1.1714,1
3.622,1.1089,214.9458,936,198,166.5208,0.2468,1.9162,1
2.1819,0.46793,200.7265,798,261,156.2401,0.21216,1.9413,1
3.2894,0.93463,191.1535,791,198.5,166.5577,0.22822,1.8753,1
8.9653,1.737,205.5955,1542,215.5,186.2312,0.35396,1.4062,1
6.7281,2.1323,305.2282,1394,164,140.9982,0.22924,1.7019,1
9.0229,1.4128,188.2553,1477,211,188.9897,0.42123,1.6616,1
1.8895,0.42555,208.8345,756,208,156.1266,0.19974,1.8568,1
4.5477,1.5365,360.5164,1599,50,59.813,0.21103,1.8301,1
4.4791,0.92917,197.8953,1279,144.5,181.5955,0.361,1.6748,1
15.3163,3.1042,374.9128,2538,123.5,95.3763,0.26917,1.4301,1
7.5549,2.3405,287.4771,1295,134,177.9411,0.30115,1.6854,1
3.2393,1.3061,322.5303,1177,97.5,96.3627,0.22269,1.9314,1
1.6506,0.20834,218.3671,765,283.5,96.0612,0.23432,1.903,1
8.3984,2.2777,214.3162,1241,194,197.5037,0.23199,1.7903,1
53.7034,6.2887,501.2111,5379,113,138.3948,0.47992,1.2926,1
13.6142,2.9607,345.1365,2185,192.5,117.4317,0.2356,1.6729,1
239.1819,15.2009,857.4052,13710,195,129.2654,0.9263,0.39041,1
3.9732,0.90684,175.035,895,233,165.2419,0.2374,1.7413,1
2.8834,0.86067,127.2131,575,230.5,227.2864,0.2486,1.7358,1
4.3844,1.5478,257.3252,1137,147,151.2468,0.21916,1.9315,1
17.8112,1.699,111.8126,1135,258,210.3966,0.35544,1.7211,1
15.1631,3.4916,587.0258,3577,90,62.3905,0.40842,1.5671,1
4.6828,1.3812,222.2724,1086,180.5,150.7112,0.23782,1.7628,1
4.1355,1.4739,237.216,1048,146,172.9195,0.24159,1.8185,1
7.8764,2.4321,486.9938,2132,56.5,65.4844,0.21554,1.8749,1
2.5531,1.0286,313.6604,1048,55,73.7924,0.22346,1.8956,1
16.8825,3.3239,249.9989,1778,214,156.7441,0.29461,1.6524,1
1.9406,0.69971,254.8931,820,105,118.7502,0.25201,1.8238,1
7.2477,1.3795,166.8788,1245,212,202.4037,0.35817,1.6306,1
3.2327,0.11873,101.4765,632,256,228.0658,0.23114,1.7966,1
1.9805,0.6547,202.641,666,179,177.7753,0.22771,1.8444,1
7.7149,2.2057,274.2374,1332,179.5,139.861,0.28506,1.7081,1
4.7466,1.7462,324.66,1274,117,124.1807,0.20042,1.8357,1
3.2805,1.253,332.7022,1358,53,81.7514,0.23378,1.8855,1
3.5662,0.85617,174.5374,797,235,165.2021,0.20856,1.8817,1
4.0014,1.496,357.7176,1309,79.5,53.8514,0.27346,1.8,1
1.8374,0.3577,206.8908,788,224.5,137.5285,0.21029,1.9075,1
8.7607,2.5249,398.2119,2003,138,80.1081,0.27719,1.6361,1
10.1206,2.559,429.2129,2482,50,61.6047,0.24149,1.7211,1
1.7017,-0.035682,148.1384,581,275.5,192.9499,0.21861,1.9068,1
3.6224,1.307,338.9884,1301,62,51.0334,0.21443,1.8024,1
37.0226,5.714,1133.0252,9311,1,16.257,0.31485,1.2333,1
47.8563,6.6303,772.4618,6445,110.5,111.7705,0.4621,1.2934,1
3.9946,1.1368,199.144,968,207,157.333,0.22193,1.8373,1
15.3109,3.4506,491.3214,3068,72,72.7013,0.31234,1.3519,1
7.0518,1.2239,108.556,790,236.5,226.5032,0.25971,1.7812,1
3.1512,1.0741,268.2932,1045,172,165.9237,0.22019,1.916,1
2.255,0.7006,239.7637,831,203.5,119.592,0.21707,1.9229,1
20.5867,3.7798,557.421,3872,0,200.5249,0.34273,1.4477,1
5.0021,1.7003,395.4364,1670,28,60.8886,0.2308,1.7352,1
8.5146,1.987,244.2249,1422,195.5,153.8242,0.27309,1.727,1
4.0796,1.2803,243.9246,1186,153.5,151.8426,0.25988,1.5993,1
13.5383,3.3083,451.3323,2445,92,135.1787,0.23972,1.7356,1
18.9951,3.941,865.7242,6013,0,852.5849,0.32985,1.3765,1
56.7435,6.4623,205.8232,2091,229,222.43,0.31862,1.572,1
43.7837,5.9536,793.9373,7349,90.5,77.082,0.45406,1.531,1
4.3852,1.5705,334.5496,1291,117,105.1945,0.19528,1.9382,1
6.856,1.9761,231.7186,1208,164,178.6795,0.23612,1.7416,1
27.6701,4.6646,505.1604,4156,148,70.5505,0.32092,1.3664,1
3.5981,1.1777,271.7633,1119,152,105.1244,0.2189,1.8732,1
13.3925,1.7063,76.7183,763,246.5,245.1069,0.30901,1.7539,1
12.088,3.1044,603.1665,3163,17,34.8951,0.28828,1.523,1
10.3367,2.5369,263.0656,1609,163,169.0519,0.24559,1.8468,1
8.6205,2.5319,551.5571,2928,15,32.8764,0.22528,1.7554,1
2.0149,0.23513,170.5509,696,245.5,174.5503,0.21509,1.8794,1
66.3393,7.2888,386.4309,4326,207,158.6203,0.54115,1.3541,1
6.7695,1.5559,219.9485,1258,212,145.1605,0.24782,1.5978,1
19.1533,3.8447,449.1467,2980,95,119.5783,0.25983,1.5813,1
4.8124,1.4354,264.4661,1216,166.5,122.8875,0.23845,1.5521,1
2.5094,0.4828,234.87,1061,289.5,185.1006,0.23268,1.8261,1
3.1984,0.88624,254.8946,1370,136,118.6757,0.28372,1.5185,1
4.564,1.545,349.2511,1550,80,59.2671,0.24031,1.7493,1
5.1755,1.8655,320.0987,1256,111,147.9393,0.21006,1.9073,1
2.5932,0.53519,139.5963,670,230,210.2677,0.24142,1.855,1
2.4421,0.2225,152.015,673,255,180.8333,0.22116,1.8486,1
2.4682,0.99233,310.4759,984,105.5,78.8593,0.22073,1.9477,1
4.2122,1.0735,206.1723,1013,230,178.1418,0.23082,1.8583,1
9.2593,2.3299,335.5076,1955,184,75.1134,0.31185,1.8723,1
9.7414,2.7466,655.0902,3116,0,891.5964,0.31042,1.7704,1
8.2773,2.2806,139.0016,781,214.5,230.9588,0.22443,1.8263,1
10.5683,2.8139,622.9381,3127,0,114.6794,0.21666,1.7455,1
2.3481,0.49243,214.7851,895,260.5,142.3959,0.23192,1.6888,1
121.7285,10.0424,384.8132,5207,193,202.0347,0.71014,1.2511,1
12.2778,3.0775,503.899,2805,105.5,70.7154,0.2355,1.8115,1
7.2214,2.1441,449.1494,2095,17,64.5291,0.21793,1.854,1
12.2205,2.9321,599.0789,3562,0,38.2569,0.28037,1.5917,1
5.3139,1.8514,469.8905,1944,1,91.1294,0.20479,1.8324,1
24.2259,4.5345,943.575,6491,0,936.9714,0.52392,1.4965,1
10.0763,2.5682,319.4204,1833,131,153.0817,0.23615,1.5752,1
11.2028,2.7902,289.4555,1742,161.5,172.7628,0.32576,1.4217,1
8.6747,2.4568,446.7765,2200,55.5,72.739,0.27523,1.4995,1
8.1685,2.3473,423.9644,2012,61,53.5169,0.23402,1.8116,1
7.9715,2.3267,443.0882,2055,12,114.1219,0.22286,1.8218,1
8.8528,2.5736,394.497,1956,122,109.2887,0.22898,1.8552,1
2.4024,0.53569,187.7336,706,250,173.0684,0.25135,1.8171,1
30.57,4.8361,446.5269,3408,142.5,94.6099,0.3063,1.1841,1
6.7475,2.1924,513.2312,2183,8.5,25.1854,0.24571,1.8076,1
65.1589,6.4795,287.5981,3433,206,190.3621,0.54266,1.1622,1
38.6628,5.6422,700.7269,5782,92.5,61.3127,0.44641,1.3084,1
9.419,2.5123,360.2245,1840,118.5,104.2932,0.23113,1.7836,1
73.4203,7.8887,866.1441,9654,61.5,89.5984,1.0263,1.3293,1
2.6463,0.61105,177.8388,741,221,180.7775,0.22071,1.8872,1
2.428,0.55874,165.3595,636,225,192.4387,0.21234,1.8565,1
12.0303,2.6542,394.4184,2607,55.5,61.7177,0.32607,1.4847,1
33.5208,4.9885,853.2475,7500,22,29.0201,0.48657,1.1817,1
7.9129,2.3277,411.069,1931,59,106.7738,0.21362,1.8718,1
12.3181,2.6515,241.3948,1610,181.5,175.059,0.36409,1.4414,1
3.1922,1.0886,287.1576,1252,154,128.5367,0.25359,1.8239,1
47.9273,6.2129,382.2915,3572,170,182.0281,0.34919,1.6331,1
8.3782,2.211,375.8222,2138,104.5,73.1064,0.25461,1.767,1
4.4748,1.2702,238.5431,1181,191.5,142.0343,0.2494,1.7302,1
2.321,0.18029,165.7927,820,258.5,177.9066,0.3293,1.7542,1
2.572,0.092681,172.5966,774,288,165.5773,0.23048,1.9009,1
3.7199,1.3121,287.8559,1264,108.5,114.8852,0.23119,1.8536,1
4.8828,1.5612,283.2551,1275,150,132.7906,0.2775,1.572,1
4.7878,1.686,330.4564,1346,115.5,97.204,0.2285,1.8567,1
5.9786,1.7268,250.4962,1452,161.5,161.6271,0.26966,1.5554,1
36.2679,4.9924,378.5858,3471,123.5,145.5709,0.43787,1.4475,1
4.3062,1.4721,283.717,1183,176,122.0152,0.22114,1.8229,1
3.7312,1.3576,239.3059,959,137.5,166.2711,0.22748,1.8676,1
37.5868,5.2754,646.381,5666,28,49.2405,0.36889,0.87993,1
6.9692,1.8281,323.5786,1872,102,116.7862,0.25366,1.5046,1
22.4981,3.3265,187.1626,1745,186.5,213.3605,0.31248,1.6348,1
5.6802,1.5939,283.8947,1417,173,149.7458,0.22719,1.8459,1
14.4395,3.0386,193.5427,1358,213,212.1716,0.23896,1.6613,1
104.7514,9.6742,1052.0216,12824,55,85.4949,0.727,1.129,1
3.5771,0.31299,124.1279,643,237,200.0057,0.22363,1.8218,1
5.3419,1.255,176.6727,928,232.5,186.0139,0.23741,1.8761,1
2.344,0.72395,244.3497,856,200,114.3551,0.21103,1.9398,1
4.3008,1.5555,377.8008,1451,50.5,54.6704,0.21891,1.8393,1
22.5744,3.8824,525.0664,4193,40.5,88.4553,0.30106,1.4152,1
15.3112,3.3322,262.0012,1749,178,189.8792,0.24637,1.715,1
12.9399,2.856,422.2897,2804,48,89.5848,0.35158,1.7437,1
5.3491,1.6608,331.8786,1651,113,103.1105,0.28915,1.6386,1
11.7029,2.6868,273.3747,1849,188.5,169.7921,0.35352,1.6576,1
2.1781,0.3267,178.9474,704,227.5,158.4412,0.25776,1.8247,1
6.2677,1.9184,185.9149,875,200,210.0343,0.24339,1.8367,1
140.0136,10.2414,296.3948,4313,250.5,184.9818,0.68087,0.90825,1
5.7088,1.8483,271.5454,1223,148,163.049,0.23445,1.7531,1
4.2355,1.5315,308.7297,1291,105,127.2673,0.22706,1.8953,1
7.3518,2.3382,486.8824,2271,46,69.1602,0.22427,1.7758,1
3.8724,1.1303,258.8766,1206,211.5,97.7675,0.23998,1.8141,1
6.7373,1.7221,236.1543,1511,195.5,152.0027,0.28306,1.7252,1
12.1603,2.8945,314.9816,1843,173,139.8872,0.32244,1.3654,1
32.817,5.1582,854.195,6945,0,84.3752,0.41304,1.1937,1
9.5741,2.6437,374.8616,1905,115,138.3787,0.3455,1.7196,1
6.8619,1.8143,280.5563,1568,152,127.5301,0.27105,1.6445,1
3.4035,0.68615,193.7278,1078,248.5,163.372,0.29659,1.5167,1
4.1654,1.2166,212.3275,944,236,173.4589,0.22819,1.8699,1
3.7908,0.84835,172.1326,857,254.5,186.0312,0.22141,1.9242,1
4.0962,1.3777,289.4182,1183,135.5,106.5352,0.19978,1.931,1
4.112,0.95269,221.7774,1365,160,162.2569,0.35935,1.7084,1
5.3221,1.608,294.6477,1451,164.5,101.4986,0.25614,1.8934,1
34.93,5.4251,554.0109,4710,120,130.9526,0.39823,1.2061,1
6.5359,2.0201,322.6893,1716,123,138.9243,0.31181,1.5504,1
2.3751,0.8459,278.9323,1205,70.5,102.6527,0.25798,1.6267,1
2.6744,0.70602,205.3236,865,221.5,159.5728,0.21531,1.8812,1
182.5241,12.5277,432.1089,6591,259,188.0416,0.63748,0.48961,1
10.2853,2.8377,354.8563,2020,140,154.1591,0.28345,1.5834,1
6.7883,1.7801,316.9633,1708,178.5,129.8561,0.23912,1.8096,1
3.817,1.2751,290.8611,1244,131,129.3419,0.22757,1.8872,1
14.971,3.349,445.2311,2834,155,90.8376,0.33585,1.4158,1
59.7561,6.1303,394.0248,4550,168.5,131.8161,0.56058,1.3642,1
2.4403,0.63041,226.5174,875,223,97.6824,0.23971,1.8416,1
4.3765,1.52,337.2203,1352,117,133.1094,0.26195,1.7458,1
31.8911,4.079,322.3634,3249,183.5,140.1795,0.45108,1.1536,1
7.6508,1.5953,246.261,1760,186,143.6851,0.37343,1.788,1
4.1353,1.394,215.6357,887,190,169.528,0.22935,1.9132,1
9.8001,2.6063,452.3378,2358,50,66.2107,0.23802,1.8163,1
47.2926,5.7367,269.0077,2872,220,175.0717,0.37016,1.2932,1
3.8349,1.2795,275.5305,1245,169,98.3791,0.28424,1.771,1
4.3393,1.0879,140.2064,714,243,218.8771,0.2253,1.8753,1
7.3728,2.0487,267.0337,1465,190,123.7615,0.26016,1.7336,1
1.9967,0.29841,159.1278,607,244.5,193.7444,0.22342,1.9351,1
5.6851,1.4302,247.9019,1481,165.5,160.9211,0.26592,1.7102,1
3.5605,1.0447,240.109,1101,185.5,132.0079,0.26677,1.7443,1
3.181,0.68668,162.8144,731,222,184.334,0.23308,1.8844,1
8.1162,2.1538,257.4824,1572,172,150.9927,0.23355,1.8199,1
4.259,1.337,228.0037,1114,153,164.8865,0.25366,1.8078,1
223.0504,14.4386,806.9186,12705,130.5,124.7566,0.90407,0.44214,1
2.2864,0.28373,118.2346,526,245,225.3109,0.20697,1.8982,1
4.8824,1.6088,298.9451,1370,98.5,128.3129,0.26203,1.6567,1
10.6238,2.8361,477.1472,2466,101,129.9347,0.2507,1.567,1
4.4367,1.6094,389.131,1470,72.5,90.6144,0.24763,1.7875,1
1.6986,0.52617,269.0309,783,143.5,83.5231,0.20372,1.9462,1
2.6385,0.93895,303.1125,1224,36.5,85.4378,0.22096,1.8071,1
4.8775,1.529,252.3052,1266,176.5,150.2267,0.2181,1.8616,1
234.9553,15.0416,1911.2479,30126,30,44.4607,1.2792,0.95656,1
6.5164,1.7906,226.5915,1266,195,165.3961,0.27055,1.8683,1
2.806,0.49543,155.6415,704,247,182.0023,0.21127,1.8555,1
13.1592,3.2925,568.3084,3211,85.5,103.5218,0.24686,1.5653,1
11.629,2.583,291.4195,1962,179.5,127.3288,0.24421,1.6576,1
7.5213,2.2429,478.5656,2431,24,50.7954,0.25513,1.6715,1
26.1787,4.5658,346.0226,2641,167,181.0816,0.2924,1.29,1
5.1088,1.8033,361.6741,1381,98.5,108.5583,0.25695,1.6905,1
34.316,5.2369,587.684,4547,83,113.8783,0.58375,1.4279,1
10.0061,2.7228,395.2693,2172,110.5,119.1119,0.30917,1.7742,1
5.1875,1.6378,337.0359,1521,130.5,64.4559,0.2196,1.8229,1
4.7459,1.7089,344.0835,1374,110,89.4371,0.21418,1.9352,1
2.5441,0.76049,239.3324,1064,138,138.415,0.21806,1.8402,1
22.8906,4.2306,378.299,2546,188.5,136.5926,0.24826,1.1195,1
4.2099,1.0268,239.9146,1245,257,99.0124,0.24033,1.7603,1
2.7112,0.68023,199.4777,852,223.5,149.4208,0.23323,1.8199,1
2.3395,0.72199,223.2575,801,177,145.7571,0.22598,1.8651,1
14.0725,3.3489,428.7099,2443,147,118.4194,0.22713,1.7885,1
10.4258,2.395,186.3406,1153,235,204.908,0.25099,1.66,1
2.585,0.15363,138.9119,622,250.5,196.9263,0.25006,1.8373,1
5.4375,1.7471,298.2043,1281,170,108.1803,0.21391,1.9061,1
1.7369,0.32252,180.4218,586,227.5,178.831,0.21697,1.9107,1
10.5336,2.3535,226.1066,1621,176,192.7936,0.2866,1.6691,1
2.3613,0.55184,182.2167,745,211.5,171.6652,0.21042,1.908,1
26.5907,3.1758,161.3956,1690,230.5,189.2836,0.30519,1.456,1
3.273,1.0398,262.3279,1285,150.5,133.2005,0.25989,1.5803,1
5.2358,0.49207,129.9025,938,264,212.6706,0.33486,1.7418,1
2.3246,-0.025265,124.3263,513,262.5,214.7872,0.22341,1.9291,1
2.4974,0.58367,195.8888,808,218,132.2846,0.21914,1.8736,1
12.2981,3.0503,568.1576,3064,23.5,48.977,0.21588,1.6625,1
13.7217,2.642,220.4143,1637,227.5,175.9092,0.26277,1.8354,1
5.1044,1.522,173.2105,854,206,208.5777,0.21018,1.8999,1
16.8746,3.1181,300.1662,2472,132.5,169.9378,0.46454,1.6579,1
5.425,1.9231,516.954,2383,1,23.3729,0.2526,1.7494,1
6.6245,1.9604,323.5843,1670,122.5,131.4244,0.28532,1.7082,1
12.5906,2.8511,468.1299,3056,27.5,93.1994,0.30995,1.6597,1
4.3501,1.4592,315.7091,1335,174,135.9356,0.22709,1.8817,1
44.5699,4.5858,204.0473,2329,176,204.9387,0.45709,1.1952,1
9.4846,2.2543,352.1255,2197,131,90.1351,0.26503,1.5848,1
2.5241,0.90871,185.1844,716,169,196.326,0.22539,1.8753,1
37.0433,4.666,455.1791,4634,94,115.0706,0.57522,1.0196,1
6.4945,2.095,362.8288,1673,102.5,122.2462,0.21778,1.9001,1
1.4774,0.21179,227.8164,657,265.5,99.7947,0.22565,1.907,1
228.9839,14.7117,612.8964,9742,211,173.1298,0.89619,0.47715,1
22.8853,4.379,811.9729,5741,42.5,40.647,0.26393,1.1161,1
12.0732,2.9591,391.0413,2152,119.5,103.507,0.21807,1.6057,1
5.6805,1.8332,361.5412,1646,83,95.476,0.24635,1.8573,1
94.1665,7.9667,373.2409,4876,156,169.5245,0.59574,0.88682,1
2.6666,0.73631,206.0368,847,203,163.8301,0.20923,1.8357,1
1.8961,0.38616,214.5852,700,222,99.8821,0.19544,1.9417,1
13.2467,2.8854,319.0134,2077,147,132.366,0.2549,1.7099,1
8.7571,2.4853,330.8134,1672,125,143.4574,0.29952,1.7594,1
209.4576,13.8194,759.129,11780,123.5,137.2094,0.8093,0.55391,1
7.7929,2.1256,246.4607,1280,214,156.6227,0.3222,1.8259,1
13.4229,3.1876,534.4396,3089,59.5,70.884,0.2488,1.5581,1
18.0734,2.3956,148.0953,1417,229,218.7818,0.30834,1.5308,1
6.4726,2.12,477.3928,1967,16.5,91.4639,0.21107,1.9227,1
15.427,3.5789,536.5596,3019,96,89.7846,0.36435,1.3821,1
3.4148,1.269,329.2046,1216,69.5,77.7949,0.19205,1.9397,1
7.3222,2.0981,305.9508,1491,136,139.209,0.225,1.859,1
2.8885,1.0434,282.0152,987,135.5,172.4307,0.19247,1.9427,1
2.0641,0.44545,180.2055,723,203,176.2925,0.23425,1.9013,1
8.9023,2.3064,278.2646,1545,205.5,144.913,0.25928,1.5902,1
222.9196,14.4239,735.0781,11595,200.5,223.3427,0.88746,0.49105,1
10.4255,2.7459,331.8794,1778,121,148.909,0.27452,1.6559,1
184.3091,13.0513,1961.0079,28946,27,37.7522,0.82951,1.0251,1
79.1576,7.6345,597.6767,7195,87,101.4575,0.61351,1.236,1
185.7974,12.5912,277.4608,4326,235,214.7076,0.64671,0.83331,1
12.1145,2.5372,264.8617,1801,204.5,153.7948,0.31581,1.6074,1
64.1232,6.9779,332.1063,3577,144,187.6545,0.49481,1.055,1
4.9769,1.128,198.787,1061,258.5,163.4458,0.21021,1.91,1
5.3778,1.2052,183.3524,1008,242.5,186.7005,0.26361,1.6805,1
66.3285,6.8452,355.0499,4148,179,193.3683,0.73354,1.4607,1
57.9593,5.4434,272.5002,3244,228.5,136.6224,0.73034,1.5426,1
82.3228,7.1964,335.0576,4252,207.5,121.0209,0.42906,0.7239,1
103.0295,8.5707,394.1365,5222,187.5,160.5355,0.64745,0.88466,1
5.0876,1.7471,327.3752,1309,94.5,116.8648,0.20772,1.8576,1
165.6079,12.038,1508.7367,21781,65,70.732,1.0138,1.2341,1
3.5057,1.1932,294.3177,1259,94.5,104.1263,0.21484,1.8863,1
7.9072,2.261,422.3615,1975,50,51.922,0.24662,1.7603,1
9.2351,2.3396,361.0534,2061,82,114.2621,0.29284,1.4485,1
120.5955,9.4643,465.8646,6402,141,151.6356,0.88686,1.459,1
1.6272,0.16157,153.2466,559,245,200.7299,0.22288,1.9544,1
2.9863,1.0892,223.9373,885,152.5,167.3274,0.25893,1.8401,1
3.6496,1.1977,241.2397,1188,158.5,154.9119,0.24346,1.8063,1
2.5416,1.0386,310.8628,1076,74,106.0214,0.19905,1.8104,1
60.1891,7.1634,747.5243,7517,36,55.0748,0.49222,1.143,1
